gene,location,confidence
MOSPD2,Endoplasmic reticulum,5.0
MOSPD3,Nucleus,2.0
MOSPD3,Cytosol,2.0
MOV10,Cytosol,2.0
MOXD1,Nucleus,2.0
MOXD1,Cytosol,2.0
MPC1,Mitochondria,3.0
MPDU1,Endoplasmic reticulum,3.0
MPDU1,Mitochondria,1.0
MPG,Nucleus,2.0
MPG,Cytosol,2.0
MPHOSPH10,Nucleolus,3.0
MPHOSPH6,Nucleus,1.0
MPHOSPH6,Nucleolus,1.0
MPHOSPH8,Nucleus,1.0
MPHOSPH8,Cytosol,0.0
MPHOSPH8,Plasma membrane,0.0
MPHOSPH9,Nucleus,0.0
MPHOSPH9,Cytosol,0.0
MPHOSPH9,Plasma membrane,1.0
MPI,Cytosol,2.0
MPI,Plasma membrane,2.0
MPL,Plasma membrane,1.0
MPLKIP,Nucleus,1.0
MPLKIP,Golgi apparatus,1.0
MPLKIP,Vesicles,1.0
MPND,Nucleus,2.0
MPND,Nucleolus,2.0
MPO,Nucleus,2.0
MPO,Vesicles,1.0
MPP1,Nucleolus,2.0
MPP1,Nucleus,2.0
MPP1,Cytosol,2.0
MPP2,Cytosol,2.0
MPP2,Mitochondria,2.0
MPP3,Nucleus,2.0
MPP3,Cytosol,2.0
MPP4,Nucleus,2.0
MPP4,Vesicles,2.0
MPP4,Cytosol,2.0
MPP5,Nucleus,0.0
MPP5,Cytosol,2.0
MPP5,Plasma membrane,2.0
MPP7,Plasma membrane,4.0
MPPE1,Nucleus,0.0
MPPE1,Golgi apparatus,1.0
MPPED2,Nucleolus,2.0
MPPED2,Vesicles,2.0
MPPED2,Mitochondria,2.0
MPRIP,Cytoskeleton,3.0
MPRIP,Cytosol,2.0
MPST,Cytosol,2.0
MPST,Mitochondria,4.0
MPV17L,Vesicles,1.0
MPV17L2,Cytosol,2.0
MPV17L2,Plasma membrane,2.0
MPZL1,Vesicles,2.0
MPZL1,Plasma membrane,8.0
MPZL2,Plasma membrane,6.0
MPZL3,Golgi apparatus,2.0
MR1,Plasma membrane,5.0
MRAS,Vesicles,2.0
MRE11A,Nucleus,3.0
MREG,Vesicles,2.0
MRFAP1,Nucleus,2.0
MRGBP,Nucleus,1.0
MRGPRF,Nucleus,2.0
MRGPRF,Plasma membrane,5.0
MRI1,Nucleus,1.0
MRI1,Nucleolus,1.0
MRI1,Cytosol,1.0
MRM1,Mitochondria,5.0
MROH2A,Cytosol,0.0
MROH6,Nucleus,2.0
MROH8,Nucleus,2.0
MRPL1,Mitochondria,4.0
MRPL10,Mitochondria,6.0
MRPL11,Mitochondria,4.0
MRPL12,Mitochondria,4.0
MRPL14,Mitochondria,4.0
MRPL19,Mitochondria,4.0
MRPL2,Nucleus,2.0
MRPL2,Mitochondria,5.0
MRPL20,Mitochondria,4.0
MRPL21,Nucleus,2.0
MRPL21,Mitochondria,5.0
MRPL22,Mitochondria,5.0
MRPL23,Nucleolus,2.0
MRPL23,Mitochondria,3.0
MRPL28,Mitochondria,4.0
MRPL36,Nucleus,2.0
MRPL36,Mitochondria,1.0
MRPL37,Mitochondria,4.0
MRPL38,Mitochondria,3.0
MRPL40,Nucleolus,3.0
MRPL40,Mitochondria,4.0
MRPL41,Mitochondria,2.0
MRPL42,Mitochondria,3.0
MRPL42,Plasma membrane,2.0
MRPL43,Nucleus,0.0
MRPL43,Mitochondria,4.0
MRPL44,Nucleus,2.0
MRPL44,Mitochondria,4.0
MRPL44,Plasma membrane,2.0
MRPL45,Mitochondria,6.0
MRPL46,Nucleus,0.0
MRPL46,Plasma membrane,0.0
MRPL46,Mitochondria,4.0
MRPL47,Mitochondria,6.0
MRPL51,Mitochondria,1.0
MRPL52,Mitochondria,2.0
MRPL54,Mitochondria,4.0
MRPL57,Mitochondria,3.0
MRPL9,Mitochondria,4.0
MRPS10,Cytoskeleton,2.0
MRPS10,Mitochondria,5.0
MRPS11,Mitochondria,4.0
MRPS14,Nucleus,1.0
MRPS14,Mitochondria,3.0
MRPS15,Mitochondria,4.0
MRPS16,Cytosol,2.0
MRPS16,Mitochondria,4.0
MRPS18B,Plasma membrane,2.0
MRPS18B,Mitochondria,4.0
MRPS2,Mitochondria,4.0
MRPS21,Mitochondria,5.0
MRPS22,Mitochondria,4.0
MRPS23,Nucleus,1.0
MRPS23,Mitochondria,4.0
MRPS25,Mitochondria,5.0
MRPS26,Mitochondria,5.0
MRPS28,Mitochondria,6.0
MRPS31,Nucleolus,0.0
MRPS31,Mitochondria,4.0
MRPS34,Mitochondria,3.0
MRPS35,Cytosol,2.0
MRPS35,Mitochondria,5.0
MRPS36,Mitochondria,6.0
MRPS5,Mitochondria,4.0
MRPS6,Mitochondria,4.0
MRPS7,Mitochondria,5.0
MRPS9,Nucleolus,2.0
MRPS9,Mitochondria,6.0
MRRF,Cytoskeleton,2.0
MRRF,Cytoskeleton,2.0
MRTO4,Nucleus,2.0
MRTO4,Nucleus,2.0
MRTO4,Nucleolus,1.0
MRVI1,Nucleus,2.0
MRVI1,Cytosol,2.0
MS4A6A,Vesicles,2.0
MS4A6E,Vesicles,2.0
MSANTD2,Nucleus,1.0
MSANTD2,Nucleus,1.0
MSANTD3,Nucleus,2.0
MSANTD4,Nucleus,2.0
MSC,Nucleus,1.0
MSH2,Nucleus,2.0
MSH2,Vesicles,2.0
MSH3,Nucleus,2.0
MSH5,Endoplasmic reticulum,2.0
MSH5,Vesicles,2.0
MSH6,Nucleus,1.0
MSH6,Golgi apparatus,2.0
MSH6,Vesicles,2.0
MSI1,Nucleus,2.0
MSI1,Vesicles,2.0
MSI1,Cytosol,2.0
MSI2,Cytosol,1.0
MSL1,Nucleus,3.0
MSL2,Cytosol,2.0
MSL3,Nucleus,2.0
MSLN,Nucleus,2.0
MSLN,Vesicles,2.0
MSMP,Vesicles,1.0
MSMP,Cytosol,2.0
MSN,Plasma membrane,6.0
MSRA,Nucleus,3.0
MSRA,Cytosol,3.0
MSRB1,Nucleus,3.0
MSS51,Vesicles,0.0
MSS51,Cytosol,0.0
MST1R,Cytosol,2.0
MSTO1,Nucleus,2.0
MSTO1,Cytosol,2.0
MSX1,Nucleus,1.0
MSX2,Nucleus,1.0
MT-CO1,Mitochondria,2.0
MT-CO3,Nucleus,2.0
MT-CYB,Mitochondria,2.0
MT-ND3,Cytosol,2.0
MT-ND4L,Mitochondria,2.0
MTA1,Nucleus,3.0
MTA1,Cytosol,1.0
MTA2,Nucleus,3.0
MTA3,Nucleus,1.0
MTA3,Vesicles,2.0
MTAP,Cytosol,1.0
MTBP,Nucleus,2.0
MTCH2,Mitochondria,4.0
MTCL1,Nucleus,2.0
MTCL1,Cytoskeleton,2.0
MTCP1,Nucleus,2.0
MTCP1,Plasma membrane,2.0
MTDH,Endoplasmic reticulum,6.0
MTERF1,Mitochondria,1.0
MTERF3,Nucleus,2.0
MTERF3,Mitochondria,4.0
MTERF4,Cytosol,2.0
MTERF4,Mitochondria,1.0
MTF1,Nucleus,3.0
MTF2,Nucleus,1.0
MTFMT,Nucleus,2.0
MTFMT,Cytosol,2.0
MTFP1,Mitochondria,3.0
MTFR1,Cytosol,1.0
MTFR1,Mitochondria,3.0
MTFR1L,Plasma membrane,2.0
MTFR1L,Mitochondria,2.0
MTFR2,Vesicles,0.0
MTG1,Mitochondria,4.0
MTHFD1,Cytosol,3.0
MTHFD1L,Mitochondria,4.0
MTHFR,Plasma membrane,2.0
MTHFS,Cytosol,1.0
MTHFSD,Nucleus,2.0
MTHFSD,Vesicles,2.0
MTIF2,Mitochondria,4.0
MTIF3,Nucleus,1.0
MTIF3,Mitochondria,1.0
MTL5,Nucleus,1.0
MTM1,Plasma membrane,1.0
MTMR1,Nucleus,2.0
MTMR1,Vesicles,2.0
MTMR1,Plasma membrane,2.0
MTMR10,Nucleus,2.0
MTMR10,Nucleus,2.0
MTMR10,Cytosol,2.0
MTMR11,Cytoskeleton,2.0
MTMR2,Vesicles,1.0
MTMR3,Nucleus,1.0
MTMR3,Cytosol,1.0
MTMR9,Cytoskeleton,2.0
MTMR9,Cytoskeleton,2.0
MTO1,Nucleus,2.0
MTO1,Cytosol,2.0
MTOR,Vesicles,2.0
MTOR,Cytosol,2.0
MTPAP,Mitochondria,4.0
MTPN,Cytosol,2.0
MTPN,Plasma membrane,2.0
MTR,Cytosol,1.0
MTRR,Nucleus,2.0
MTRR,Cytoskeleton,2.0
MTRR,Cytosol,2.0
MTSS1L,Cytoskeleton,1.0
MTTP,Cytosol,2.0
MTURN,Cytosol,2.0
MTUS1,Nucleolus,1.0
MTUS1,Cytoskeleton,3.0
MTUS2,Cytoskeleton,1.0
MTUS2,Cytoskeleton,1.0
MTX1,Mitochondria,4.0
MTX2,Nucleolus,0.0
MTX2,Mitochondria,3.0
MTX3,Mitochondria,4.0
MUC1,Vesicles,3.0
MUC1,Plasma membrane,4.0
MUC20,Nucleus,2.0
MUC20,Cytosol,2.0
MUC20,Plasma membrane,2.0
MUC5AC,Vesicles,0.0
MUC5B,Vesicles,3.0
MUL1,Nucleus,2.0
MUL1,Cytosol,2.0
MUL1,Mitochondria,3.0
MUM1,Nucleus,1.0
MUM1,Cytosol,0.0
MUS81,Nucleus,2.0
MUS81,Nucleolus,1.0
MUT,Cytosol,2.0
MUT,Mitochondria,5.0
MUTYH,Nucleus,1.0
MVB12A,Nucleus,1.0
MVB12A,Golgi apparatus,2.0
MVB12B,Golgi apparatus,2.0
MVB12B,Vesicles,2.0
MVD,Plasma membrane,2.0
MVD,Cytosol,2.0
MVP,Cytosol,3.0
MX1,Nucleus,1.0
MX1,Cytosol,1.0
MXD1,Nucleus,0.0
MXD1,Cytosol,0.0
MXD1,Mitochondria,0.0
MXD3,Nucleus,2.0
MXD3,Nucleolus,2.0
MXD4,Cytosol,1.0
MXI1,Nucleus,1.0
MXI1,Nucleolus,1.0
MXRA5,Mitochondria,0.0
MXRA7,Nucleus,2.0
MXRA7,Endoplasmic reticulum,5.0
MXRA8,Nucleolus,2.0
MYADM,Nucleus,2.0
MYB,Nucleus,1.0
MYB,Plasma membrane,0.0
MYBBP1A,Nucleolus,1.0
MYBBP1A,Vesicles,1.0
MYBL1,Nucleus,2.0
MYBL1,Nucleolus,2.0
MYBL1,Cytosol,2.0
MYBL2,Nucleus,3.0
MYBL2,Cytosol,3.0
MYBPH,Nucleus,2.0
MYBPH,Nucleolus,2.0
MYBPH,Mitochondria,2.0
MYC,Nucleus,3.0
MYCBP,Cytosol,1.0
MYCBP,Mitochondria,1.0
MYCBP2,Cytosol,0.0
MYCBPAP,Vesicles,1.0
MYCL,Nucleus,1.0
MYCN,Nucleus,2.0
MYCN,Nucleolus,2.0
MYCT1,Nucleus,0.0
MYD88,Vesicles,2.0
MYD88,Cytosol,1.0
MYD88,Mitochondria,2.0
MYEF2,Nucleus,1.0
MYEOV,Nucleus,2.0
MYEOV,Vesicles,2.0
MYEOV2,Nucleus,2.0
MYEOV2,Cytosol,2.0
MYF5,Nucleus,1.0
MYH10,Cytoskeleton,4.0
MYH10,Cytosol,3.0
MYH10,Mitochondria,3.0
MYH11,Cytosol,2.0
MYH11,Plasma membrane,2.0
MYH14,Nucleus,2.0
MYH15,Nucleus,2.0
MYH15,Cytoskeleton,2.0
MYH15,Mitochondria,2.0
MYH9,Cytoskeleton,5.0
MYH9,Cytosol,2.0
MYH9,Plasma membrane,3.0
MYL10,Cytoskeleton,0.0
MYL12A,Nucleus,2.0
MYL12A,Nucleolus,2.0
MYL12B,Nucleus,2.0
MYL12B,Nucleolus,2.0
MYL2,Cytoskeleton,0.0
MYL3,Vesicles,2.0
MYL4,Plasma membrane,2.0
MYL5,Nucleus,2.0
MYL5,Nucleolus,2.0
MYL6B,Vesicles,2.0
MYL9,Nucleus,2.0
MYL9,Nucleolus,2.0
MYLK,Cytosol,1.0
MYLK2,Endoplasmic reticulum,1.0
MYNN,Nucleus,1.0
MYO10,Nucleolus,2.0
MYO10,Cytosol,1.0
MYO10,Plasma membrane,2.0
MYO15B,Cytosol,2.0
MYO16,Vesicles,2.0
MYO18B,Nucleus,1.0
MYO18B,Cytoskeleton,1.0
MYO19,Cytosol,3.0
MYO1B,Plasma membrane,6.0
MYO1C,Nucleus,1.0
MYO1C,Plasma membrane,6.0
MYO1D,Cytosol,2.0
MYO3A,Cytoskeleton,1.0
MYO3A,Cytosol,2.0
MYO3A,Plasma membrane,2.0
MYO5A,Cytoskeleton,2.0
MYO5A,Cytoskeleton,2.0
MYO5B,Plasma membrane,2.0
MYO5C,Nucleus,1.0
MYO5C,Cytosol,1.0
MYO6,Nucleus,1.0
MYO7A,Cytosol,1.0
MYO9A,Plasma membrane,2.0
MYO9B,Cytosol,1.0
MYOD1,Nucleus,1.0
MYOD1,Nucleus,1.0
MYOD1,Cytosol,0.0
MYOF,Vesicles,1.0
MYOF,Plasma membrane,7.0
MYOG,Nucleus,1.0
MYOM2,Mitochondria,2.0
MYOM3,Vesicles,2.0
MYOZ2,Nucleus,2.0
MYOZ2,Cytosol,2.0
MYPN,Nucleus,2.0
MYPN,Vesicles,2.0
MYPN,Cytosol,2.0
MYPOP,Nucleus,2.0
MYRF,Nucleus,2.0
MYRF,Cytosol,2.0
MYRFL,Nucleolus,2.0
MYRIP,Nucleus,2.0
MYRIP,Nucleolus,2.0
MYRIP,Golgi apparatus,2.0
MYSM1,Nucleus,1.0
MYSM1,Plasma membrane,2.0
MYT1,Nucleus,1.0
MYT1,Cytosol,1.0
MZF1,Nucleus,1.0
MZT2A,Cytoskeleton,1.0
MZT2A,Cytosol,2.0
MZT2B,Cytoskeleton,1.0
MZT2B,Cytosol,2.0
N4BP1,Nucleolus,2.0
N4BP2,Nucleus,2.0
N4BP2,Cytoskeleton,2.0
N4BP2,Plasma membrane,2.0
N4BP2L1,Nucleus,0.0
N4BP2L1,Cytosol,0.0
N4BP2L2,Nucleus,2.0
N4BP3,Nucleus,2.0
N4BP3,Cytoskeleton,2.0
N6AMT1,Nucleus,2.0
N6AMT1,Cytoskeleton,2.0
N6AMT2,Cytosol,2.0
N6AMT2,Plasma membrane,2.0
NAA10,Nucleolus,3.0
NAA10,Cytosol,3.0
NAA15,Cytosol,3.0
NAA16,Cytosol,3.0
NAA20,Cytosol,1.0
NAA25,Golgi apparatus,2.0
NAA25,Cytosol,1.0
NAA30,Cytosol,1.0
NAA35,Vesicles,1.0
NAA38,Nucleus,1.0
NAA40,Nucleus,2.0
NAA60,Cytoskeleton,0.0
NAA60,Cytosol,0.0
NAALAD2,Nucleus,2.0
NAALADL1,Cytosol,0.0
NAB1,Nucleus,2.0
NAB1,Golgi apparatus,2.0
NAB1,Plasma membrane,2.0
NAB2,Nucleus,2.0
NAB2,Cytosol,2.0
NABP1,Nucleus,1.0
NABP1,Cytosol,2.0
NABP2,Nucleus,3.0
NACA,Cytosol,2.0
NACA2,Cytosol,2.0
NACAD,Nucleus,2.0
NACAD,Cytosol,2.0
NACC1,Nucleus,3.0
NACC2,Nucleolus,2.0
NACC2,Mitochondria,2.0
NADK,Nucleus,2.0
NADK,Vesicles,2.0
NADSYN1,Cytosol,3.0
NAE1,Nucleus,2.0
NAE1,Cytoskeleton,2.0
NAE1,Cytoskeleton,2.0
NAF1,Nucleus,3.0
NAF1,Cytosol,1.0
NAGK,Nucleus,2.0
NAGK,Cytosol,2.0
NAGS,Mitochondria,1.0
NAIF1,Nucleus,1.0
NAIF1,Plasma membrane,1.0
NAMPT,Nucleus,2.0
NAMPT,Plasma membrane,2.0
NANOS1,Nucleus,1.0
NANOS1,Cytosol,1.0
NANP,Nucleus,2.0
NANS,Nucleus,2.0
NAP1L1,Cytoskeleton,0.0
NAP1L2,Vesicles,2.0
NAP1L2,Cytosol,3.0
NAP1L2,Plasma membrane,3.0
NAP1L3,Vesicles,2.0
NAP1L4,Nucleus,1.0
NAP1L5,Nucleus,2.0
NAP1L5,Cytosol,2.0
NAPA,Cytosol,0.0
NAPB,Cytosol,0.0
NAPEPLD,Cytosol,3.0
NAPG,Cytosol,2.0
NAPG,Plasma membrane,2.0
NAPRT,Nucleus,2.0
NAPRT,Golgi apparatus,2.0
NAPRT,Cytosol,1.0
NARF,Nucleus,1.0
NARF,Nucleolus,2.0
NARFL,Cytosol,2.0
NARFL,Plasma membrane,2.0
NARS,Cytosol,3.0
NARS2,Nucleus,2.0
NARS2,Cytosol,2.0
NARS2,Mitochondria,5.0
NASP,Nucleus,3.0
NAT10,Nucleolus,3.0
NAT10,Cytoskeleton,1.0
NAT14,Mitochondria,2.0
NAT16,Nucleus,0.0
NAT8,Endoplasmic reticulum,2.0
NAT8L,Mitochondria,1.0
NAT9,Nucleus,2.0
NAV1,Cytoskeleton,2.0
NAV2,Nucleus,1.0
NAV3,Nucleus,2.0
NAV3,Cytosol,2.0
NBAS,Nucleus,2.0
NBAS,Nucleolus,2.0
NBAS,Golgi apparatus,2.0
NBEA,Nucleus,2.0
NBEA,Nucleolus,2.0
NBEA,Golgi apparatus,2.0
NBEAL1,Nucleus,2.0
NBEAL1,Cytosol,2.0
NBN,Nucleus,2.0
NBN,Golgi apparatus,2.0
NBPF1,Vesicles,2.0
NBPF10,Vesicles,2.0
NBPF11,Vesicles,2.0
NBPF12,Vesicles,2.0
NBPF14,Vesicles,2.0
NBPF15,Vesicles,2.0
NBPF19,Vesicles,2.0
NBPF20,Vesicles,2.0
NBPF26,Vesicles,2.0
NBPF9,Vesicles,2.0
NBR1,Nucleus,2.0
NBR1,Nucleus,2.0
NBR1,Vesicles,1.0
NCAM1,Cytosol,3.0
NCAM1,Plasma membrane,7.0
NCAM2,Nucleus,2.0
NCAM2,Plasma membrane,5.0
NCAN,Vesicles,0.0
NCAN,Cytoskeleton,0.0
NCAPD2,Nucleus,1.0
NCAPD2,Cytosol,1.0
NCAPD3,Nucleus,1.0
NCAPG2,Nucleus,1.0
NCAPH,Nucleus,1.0
NCAPH,Cytosol,1.0
NCAPH2,Nucleus,3.0
NCAPH2,Cytoskeleton,1.0
NCBP1,Nucleus,1.0
NCBP1,Cytosol,1.0
NCBP2,Nucleus,3.0
NCBP3,Nucleus,2.0
NCCRP1,Mitochondria,2.0
NCDN,Cytosol,1.0
NCEH1,Endoplasmic reticulum,5.0
NCF2,Nucleolus,1.0
NCF2,Cytosol,3.0
NCF4,Cytosol,1.0
NCK1,Cytosol,3.0
NCK1,Plasma membrane,3.0
NCKAP1,Cytosol,2.0
NCKAP1L,Cytosol,0.0
NCKAP1L,Plasma membrane,0.0
NCKAP5,Nucleolus,2.0
NCKAP5,Golgi apparatus,2.0
NCKAP5,Cytosol,2.0
NCKAP5,Plasma membrane,2.0
NCKAP5L,Golgi apparatus,2.0
NCKIPSD,Cytosol,2.0
NCKIPSD,Plasma membrane,3.0
NCL,Nucleus,1.0
NCL,Nucleolus,3.0
NCLN,Nucleus,0.0
NCLN,Vesicles,0.0
NCOA1,Nucleus,3.0
NCOA1,Cytosol,3.0
NCOA1,Plasma membrane,3.0
NCOA2,Nucleus,1.0
NCOA2,Nucleus,1.0
NCOA3,Nucleus,1.0
NCOA3,Cytosol,1.0
NCOA4,Nucleolus,2.0
NCOA4,Golgi apparatus,2.0
NCOA4,Cytosol,2.0
NCOA5,Nucleus,1.0
NCOA5,Cytoskeleton,1.0
NCOA6,Nucleus,1.0
NCOA7,Nucleus,2.0
NCOA7,Golgi apparatus,2.0
NCOR1,Nucleus,3.0
NCOR1,Cytosol,3.0
NCOR2,Nucleus,1.0
NCR1,Endoplasmic reticulum,2.0
NCS1,Plasma membrane,5.0
NCSTN,Cytosol,2.0
NDC1,Nucleus,1.0
NDC1,Cytoskeleton,0.0
NDC1,Plasma membrane,2.0
NDC80,Nucleus,1.0
NDC80,Cytoskeleton,2.0
NDFIP2,Vesicles,3.0
NDN,Nucleus,2.0
NDN,Cytosol,2.0
NDNF,Vesicles,2.0
NDOR1,Nucleus,1.0
NDOR1,Cytoskeleton,1.0
NDOR1,Cytosol,1.0
NDP,Nucleus,0.0
NDP,Nucleolus,0.0
NDP,Vesicles,2.0
NDRG1,Cytoskeleton,1.0
NDRG1,Cytosol,1.0
NDRG2,Nucleus,0.0
NDRG2,Cytoskeleton,2.0
NDRG2,Cytosol,1.0
NDRG4,Nucleus,0.0
NDRG4,Cytosol,0.0
NDST2,Cytosol,2.0
NDUFA1,Cytosol,2.0
NDUFA1,Mitochondria,1.0
NDUFA10,Mitochondria,4.0
NDUFA11,Mitochondria,3.0
NDUFA12,Mitochondria,4.0
NDUFA13,Mitochondria,5.0
NDUFA4,Mitochondria,4.0
NDUFA4L2,Mitochondria,2.0
NDUFA7,Mitochondria,4.0
NDUFA8,Mitochondria,6.0
NDUFA9,Nucleus,2.0
NDUFA9,Mitochondria,4.0
NDUFAB1,Nucleus,2.0
NDUFAB1,Mitochondria,3.0
NDUFAF1,Cytosol,3.0
NDUFAF2,Mitochondria,6.0
NDUFAF4,Mitochondria,3.0
NDUFB1,Nucleus,0.0
NDUFB1,Mitochondria,1.0
NDUFB11,Mitochondria,5.0
NDUFB4,Nucleus,2.0
NDUFB4,Mitochondria,3.0
NDUFB5,Nucleus,2.0
NDUFB5,Mitochondria,4.0
NDUFB6,Mitochondria,6.0
NDUFB8,Mitochondria,3.0
NDUFB9,Mitochondria,4.0
NDUFC1,Mitochondria,2.0
NDUFC2,Mitochondria,3.0
NDUFC2-KCTD14,Mitochondria,1.0
NDUFS1,Mitochondria,4.0
NDUFS2,Nucleus,3.0
NDUFS2,Mitochondria,5.0
NDUFS3,Nucleus,2.0
NDUFS3,Mitochondria,3.0
NDUFS4,Mitochondria,4.0
NDUFS5,Nucleus,2.0
NDUFS5,Cytosol,2.0
NDUFS8,Mitochondria,4.0
NDUFV1,Cytosol,0.0
NDUFV1,Mitochondria,3.0
NDUFV2,Mitochondria,4.0
NDUFV3,Mitochondria,6.0
NECAB1,Nucleus,1.0
NECAB1,Cytosol,1.0
NECAB2,Vesicles,2.0
NECAB3,Golgi apparatus,1.0
NECAP1,Vesicles,2.0
NECAP1,Cytosol,2.0
NECAP2,Endoplasmic reticulum,2.0
NEDD4,Cytosol,2.0
NEDD4L,Cytoskeleton,2.0
NEDD8,Nucleus,1.0
NEDD8,Cytosol,0.0
NEDD8-MDP1,Nucleus,2.0
NEDD9,Nucleus,2.0
NEDD9,Cytosol,2.0
NEDD9,Plasma membrane,2.0
NEFH,Nucleus,2.0
NEFH,Nucleus,2.0
NEFH,Cytoskeleton,2.0
NEFL,Nucleus,2.0
NEFL,Cytoskeleton,2.0
NEFM,Cytosol,2.0
NEGR1,Vesicles,2.0
NEGR1,Cytoskeleton,2.0
NEGR1,Cytosol,2.0
NEIL1,Nucleus,1.0
NEIL2,Nucleus,1.0
NEIL2,Nucleolus,2.0
NEIL3,Nucleus,3.0
NEK1,Nucleus,2.0
NEK1,Nucleolus,2.0
NEK10,Nucleus,2.0
NEK10,Vesicles,2.0
NEK11,Nucleus,1.0
NEK2,Nucleus,1.0
NEK2,Cytoskeleton,1.0
NEK3,Cytoskeleton,2.0
NEK4,Nucleus,2.0
NEK6,Nucleus,1.0
NEK6,Cytoskeleton,1.0
NEK6,Cytosol,1.0
NEK7,Nucleus,1.0
NEK9,Mitochondria,2.0
NELFA,Nucleus,3.0
NELFA,Nucleus,3.0
NELFA,Cytosol,0.0
NELFB,Nucleus,3.0
NELFCD,Nucleus,1.0
NELFCD,Nucleus,1.0
NELFCD,Vesicles,2.0
NELFCD,Cytosol,2.0
NELFE,Nucleus,3.0
NELFE,Nucleus,3.0
NELL2,Vesicles,2.0
NEMF,Nucleus,2.0
NEMF,Nucleus,2.0
NEMF,Cytosol,2.0
NEMP1,Nucleus,2.0
NEMP2,Nucleus,2.0
NENF,Nucleus,3.0
NEO1,Nucleus,0.0
NEO1,Golgi apparatus,0.0
NEO1,Plasma membrane,5.0
NES,Cytoskeleton,3.0
NET1,Nucleus,2.0
NET1,Vesicles,2.0
NETO1,Golgi apparatus,2.0
NETO2,Golgi apparatus,2.0
NEU1,Vesicles,1.0
NEU1,Plasma membrane,4.0
NEU3,Nucleus,1.0
NEU3,Vesicles,2.0
NEURL1B,Vesicles,1.0
NEURL2,Vesicles,2.0
NF1,Mitochondria,2.0
NF2,Nucleus,3.0
NF2,Cytosol,3.0
NF2,Plasma membrane,6.0
NFAT5,Nucleus,1.0
NFAT5,Cytosol,1.0
NFATC1,Nucleus,1.0
NFATC1,Nucleus,1.0
NFATC2,Nucleus,1.0
NFATC2,Cytosol,1.0
NFATC2IP,Nucleus,2.0
NFATC3,Nucleus,1.0
NFATC3,Cytosol,1.0
NFATC4,Nucleus,1.0
NFATC4,Cytosol,1.0
NFE2L1,Nucleus,2.0
NFE2L1,Cytosol,2.0
NFE2L2,Nucleus,1.0
NFE2L2,Cytosol,1.0
NFE2L2,Plasma membrane,0.0
NFE2L3,Nucleus,2.0
NFE2L3,Vesicles,2.0
NFIA,Nucleus,3.0
NFIB,Nucleus,1.0
NFIB,Nucleolus,1.0
NFIC,Nucleus,3.0
NFIC,Nucleolus,1.0
NFIL3,Nucleus,2.0
NFIX,Nucleus,1.0
NFKB1,Nucleus,1.0
NFKB1,Cytosol,1.0
NFKB2,Nucleus,2.0
NFKB2,Cytosol,2.0
NFKBIA,Cytosol,3.0
NFKBIB,Nucleus,2.0
NFKBIB,Cytoskeleton,2.0
NFKBIB,Cytosol,2.0
NFKBID,Mitochondria,2.0
NFKBIE,Nucleus,1.0
NFKBIE,Nucleolus,1.0
NFKBIE,Cytosol,1.0
NFKBIZ,Nucleus,1.0
NFKBIZ,Cytosol,2.0
NFRKB,Nucleus,3.0
NFS1,Nucleus,1.0
NFS1,Cytosol,1.0
NFU1,Nucleus,1.0
NFU1,Cytosol,1.0
NFX1,Nucleus,3.0
NFX1,Cytosol,1.0
NFXL1,Nucleus,2.0
NFYA,Nucleus,1.0
NFYB,Nucleus,1.0
NFYC,Nucleus,1.0
NGDN,Nucleus,2.0
NGDN,Nucleolus,2.0
NGDN,Mitochondria,2.0
NGEF,Cytosol,0.0
NGEF,Plasma membrane,0.0
NGFR,Nucleus,2.0
NGFR,Plasma membrane,3.0
NGFRAP1,Cytosol,1.0
NHEJ1,Nucleus,1.0
NHEJ1,Nucleolus,1.0
NHLH2,Nucleus,2.0
NHLH2,Nucleus,2.0
NHLRC1,Vesicles,0.0
NHLRC2,Nucleus,2.0
NHP2,Nucleus,1.0
NHP2,Cytosol,2.0
NHS,Plasma membrane,1.0
NHSL1,Nucleus,2.0
NHSL1,Cytosol,2.0
NHSL2,Mitochondria,2.0
NICN1,Nucleus,1.0
NID2,Plasma membrane,4.0
NIF3L1,Vesicles,2.0
NIFK,Nucleolus,3.0
NIM1K,Cytosol,2.0
NIN,Nucleus,2.0
NIN,Nucleolus,1.0
NIN,Cytoskeleton,3.0
NINJ2,Endoplasmic reticulum,2.0
NINL,Cytoskeleton,2.0
NINL,Cytosol,2.0
NIP7,Nucleus,1.0
NIP7,Nucleolus,1.0
NIPA2,Golgi apparatus,3.0
NIPAL1,Golgi apparatus,2.0
NIPAL3,Nucleus,2.0
NIPBL,Nucleus,1.0
NIPBL,Vesicles,2.0
NIT2,Cytoskeleton,2.0
NIT2,Cytosol,1.0
NKAIN2,Cytosol,2.0
NKAP,Nucleus,1.0
NKAP,Cytosol,2.0
NKD1,Nucleolus,2.0
NKG7,Vesicles,2.0
NKIRAS1,Cytoskeleton,2.0
NKIRAS2,Nucleus,2.0
NKIRAS2,Nucleolus,2.0
NKRF,Nucleus,2.0
NKRF,Nucleolus,1.0
NKTR,Nucleus,1.0
NKTR,Cytosol,1.0
NKTR,Plasma membrane,2.0
NKX2-1,Golgi apparatus,0.0
NKX2-1,Vesicles,0.0
NKX2-3,Nucleolus,0.0
NKX2-3,Cytosol,0.0
NKX2-4,Nucleus,2.0
