gene,location,confidence
NKX2-5,Nucleus,2.0
NKX2-5,Cytosol,2.0
NKX2-8,Nucleus,2.0
NKX2-8,Plasma membrane,2.0
NKX3-2,Nucleus,2.0
NKX6-1,Nucleus,1.0
NLE1,Nucleus,2.0
NLE1,Nucleolus,1.0
NLGN1,Nucleus,0.0
NLGN1,Plasma membrane,4.0
NLGN2,Mitochondria,2.0
NLK,Nucleus,1.0
NLK,Nucleolus,1.0
NLK,Plasma membrane,1.0
NLN,Mitochondria,5.0
NLRC3,Cytoskeleton,2.0
NLRC3,Cytosol,1.0
NLRC5,Cytoskeleton,1.0
NLRP1,Nucleus,1.0
NLRP1,Cytosol,1.0
NLRP10,Nucleus,2.0
NLRP10,Nucleus,2.0
NLRP14,Cytosol,0.0
NLRP2,Golgi apparatus,2.0
NLRP2,Vesicles,2.0
NLRP2,Cytosol,1.0
NLRP7,Golgi apparatus,2.0
NLRX1,Plasma membrane,2.0
NLRX1,Plasma membrane,2.0
NLRX1,Mitochondria,1.0
NMB,Nucleus,2.0
NMB,Vesicles,2.0
NMB,Plasma membrane,2.0
NMBR,Cytosol,1.0
NMBR,Plasma membrane,2.0
NMD3,Nucleus,1.0
NMD3,Nucleolus,1.0
NME1,Nucleus,1.0
NME1,Cytosol,3.0
NME1-NME2,Cytosol,3.0
NME3,Nucleus,2.0
NME3,Cytosol,2.0
NME4,Mitochondria,1.0
NME5,Nucleus,2.0
NME5,Nucleus,2.0
NME6,Vesicles,2.0
NME7,Mitochondria,2.0
NMI,Nucleus,2.0
NMI,Cytosol,1.0
NMNAT1,Nucleus,1.0
NMNAT1,Nucleus,1.0
NMNAT3,Mitochondria,1.0
NMRAL1,Nucleus,3.0
NMRK1,Nucleus,2.0
NMRK1,Cytosol,2.0
NMRK2,Nucleus,2.0
NMRK2,Vesicles,2.0
NMT1,Cytosol,1.0
NMT1,Plasma membrane,2.0
NMT2,Golgi apparatus,1.0
NMT2,Cytosol,1.0
NMT2,Plasma membrane,1.0
NNMT,Golgi apparatus,2.0
NNT,Mitochondria,5.0
NOA1,Mitochondria,3.0
NOB1,Cytoskeleton,2.0
NOB1,Cytosol,2.0
NOC2L,Nucleolus,3.0
NOC3L,Nucleus,1.0
NOC3L,Nucleolus,3.0
NOC4L,Nucleus,1.0
NOC4L,Nucleolus,1.0
NOCT,Nucleus,2.0
NOCT,Nucleus,1.0
NOCT,Cytosol,1.0
NOD1,Mitochondria,2.0
NOD2,Golgi apparatus,0.0
NOD2,Cytosol,2.0
NOL10,Nucleolus,1.0
NOL11,Nucleolus,3.0
NOL12,Nucleus,2.0
NOL12,Nucleolus,2.0
NOL12,Vesicles,2.0
NOL3,Nucleus,1.0
NOL3,Cytosol,1.0
NOL4,Nucleus,1.0
NOL4L,Nucleus,3.0
NOL6,Nucleus,3.0
NOL6,Nucleolus,3.0
NOL6,Mitochondria,3.0
NOL7,Nucleus,0.0
NOL7,Nucleolus,3.0
NOL7,Mitochondria,0.0
NOL8,Nucleolus,1.0
NOL9,Nucleolus,1.0
NOL9,Cytoskeleton,2.0
NOLC1,Nucleolus,3.0
NOM1,Nucleolus,3.0
NOMO1,Endoplasmic reticulum,5.0
NONO,Nucleus,3.0
NOP10,Nucleus,1.0
NOP14,Nucleus,3.0
NOP14,Nucleolus,3.0
NOP16,Nucleolus,3.0
NOP2,Nucleolus,1.0
NOP56,Nucleolus,3.0
NOP58,Nucleus,1.0
NOP58,Nucleolus,3.0
NOP9,Nucleus,2.0
NOP9,Nucleolus,2.0
NOP9,Cytosol,2.0
NOS1,Nucleus,2.0
NOS1,Plasma membrane,1.0
NOS1AP,Nucleus,2.0
NOS1AP,Vesicles,2.0
NOSIP,Nucleus,3.0
NOTCH1,Nucleus,2.0
NOTCH2,Nucleus,1.0
NOTCH2,Plasma membrane,8.0
NOTCH3,Nucleus,1.0
NOTCH3,Cytoskeleton,1.0
NOTCH3,Cytosol,1.0
NOV,Vesicles,1.0
NOVA1,Nucleus,1.0
NOVA1,Nucleolus,1.0
NOVA2,Nucleus,2.0
NOVA2,Nucleus,2.0
NOVA2,Golgi apparatus,2.0
NOX3,Vesicles,0.0
NOX4,Nucleus,2.0
NOXA1,Vesicles,2.0
NPAS1,Nucleus,2.0
NPAS2,Nucleus,2.0
NPAS3,Nucleus,2.0
NPAT,Nucleus,1.0
NPAT,Nucleus,1.0
NPDC1,Nucleus,2.0
NPDC1,Cytosol,2.0
NPEPL1,Nucleus,2.0
NPEPPS,Cytosol,1.0
NPFFR2,Cytoskeleton,2.0
NPFFR2,Plasma membrane,2.0
NPHP1,Vesicles,0.0
NPIPA1,Nucleus,2.0
NPIPA2,Nucleus,0.0
NPIPA3,Nucleus,2.0
NPIPA5,Nucleus,2.0
NPIPA7,Nucleus,2.0
NPIPA8,Nucleus,2.0
NPIPB11,Nucleus,2.0
NPIPB15,Nucleus,2.0
NPIPB3,Nucleus,2.0
NPIPB4,Nucleus,2.0
NPIPB5,Nucleus,2.0
NPIPB6,Nucleus,2.0
NPIPB7,Nucleus,2.0
NPIPB8,Nucleus,2.0
NPIPB9,Nucleus,2.0
NPL,Vesicles,2.0
NPL,Plasma membrane,2.0
NPLOC4,Nucleus,1.0
NPLOC4,Cytosol,2.0
NPM1,Nucleus,1.0
NPM1,Nucleolus,3.0
NPM2,Nucleus,2.0
NPM2,Nucleolus,2.0
NPM3,Nucleolus,2.0
NPM3,Cytoskeleton,2.0
NPM3,Cytosol,2.0
NPNT,Nucleus,2.0
NPNT,Plasma membrane,2.0
NPNT,Cytosol,2.0
NPR1,Nucleus,2.0
NPR1,Nucleolus,2.0
NPR1,Plasma membrane,9.0
NPR3,Cytosol,2.0
NPRL2,Cytosol,1.0
NPRL3,Cytosol,2.0
NPTN,Cytoskeleton,2.0
NPTN,Mitochondria,2.0
NPTXR,Nucleus,2.0
NPTXR,Cytosol,2.0
NPTXR,Plasma membrane,2.0
NPY,Golgi apparatus,3.0
NPY1R,Nucleus,2.0
NPY1R,Cytosol,2.0
NPY1R,Mitochondria,2.0
NQO1,Cytosol,3.0
NQO2,Nucleus,2.0
NQO2,Cytosol,1.0
NR0B1,Nucleus,1.0
NR1D1,Nucleus,1.0
NR1D2,Nucleus,2.0
NR1H2,Nucleus,2.0
NR1H4,Nucleus,2.0
NR1I2,Nucleus,3.0
NR1I3,Nucleus,2.0
NR2C1,Nucleus,1.0
NR2C1,Plasma membrane,2.0
NR2C1,Cytosol,2.0
NR2C2,Nucleus,3.0
NR2C2AP,Nucleus,3.0
NR2E1,Nucleus,2.0
NR2F1,Nucleus,2.0
NR2F1,Cytosol,2.0
NR3C1,Nucleus,3.0
NR3C1,Cytosol,3.0
NR3C1,Mitochondria,1.0
NR3C2,Nucleus,2.0
NR4A1,Nucleus,1.0
NR4A1,Cytosol,1.0
NR4A2,Nucleus,1.0
NR5A2,Nucleus,0.0
NR6A1,Nucleus,1.0
NRARP,Nucleus,2.0
NRARP,Cytosol,2.0
NRBF2,Nucleus,2.0
NRBF2,Cytosol,2.0
NRBP1,Cytosol,1.0
NRBP2,Cytosol,2.0
NRD1,Nucleus,2.0
NRDE2,Nucleus,1.0
NRDE2,Mitochondria,1.0
NREP,Vesicles,2.0
NRF1,Nucleus,1.0
NRF1,Cytosol,0.0
NRG1,Nucleus,2.0
NRG2,Nucleus,1.0
NRG2,Nucleolus,1.0
NRIP1,Nucleus,2.0
NRIP1,Nucleolus,2.0
NRIP3,Cytosol,2.0
NRK,Nucleus,2.0
NRK,Cytosol,2.0
NRL,Nucleus,1.0
NRL,Cytosol,0.0
NRM,Nucleus,3.0
NRP1,Mitochondria,0.0
NRP2,Vesicles,1.0
NRP2,Plasma membrane,5.0
NRSN1,Nucleus,2.0
NRSN1,Vesicles,2.0
NRSN2,Nucleus,2.0
NRSN2,Vesicles,2.0
NRSN2,Cytosol,2.0
NRTN,Golgi apparatus,2.0
NRXN2,Nucleus,2.0
NRXN2,Nucleus,2.0
NRXN2,Cytosol,2.0
NSA2,Nucleus,1.0
NSA2,Nucleolus,1.0
NSD1,Nucleus,1.0
NSD1,Plasma membrane,1.0
NSDHL,Endoplasmic reticulum,6.0
NSDHL,Vesicles,3.0
NSF,Cytosol,1.0
NSFL1C,Nucleus,3.0
NSFL1C,Cytosol,3.0
NSFL1C,Plasma membrane,3.0
NSG1,Mitochondria,2.0
NSL1,Nucleus,1.0
NSL1,Nucleus,1.0
NSL1,Cytosol,2.0
NSMAF,Nucleolus,2.0
NSMCE1,Nucleus,1.0
NSMCE1,Vesicles,2.0
NSMCE2,Nucleus,1.0
NSMCE2,Nucleus,1.0
NSMCE4A,Nucleus,3.0
NSMF,Nucleus,1.0
NSRP1,Nucleus,1.0
NSUN2,Nucleus,1.0
NSUN3,Nucleus,2.0
NSUN3,Nucleus,2.0
NSUN5,Nucleus,3.0
NSUN5,Nucleolus,3.0
NSUN6,Golgi apparatus,2.0
NSUN7,Vesicles,1.0
NT5C,Cytosol,1.0
NT5DC3,Cytosol,2.0
NT5DC3,Mitochondria,2.0
NT5E,Cytosol,1.0
NT5E,Plasma membrane,6.0
NTAN1,Nucleus,2.0
NTAN1,Golgi apparatus,2.0
NTF4,Golgi apparatus,2.0
NTMT1,Nucleus,3.0
NTMT1,Cytosol,3.0
NTNG1,Plasma membrane,6.0
NTPCR,Cytosol,2.0
NTRK1,Vesicles,0.0
NTRK1,Cytosol,0.0
NTRK2,Cytosol,2.0
NTRK3,Nucleus,2.0
NTRK3,Nucleolus,1.0
NTSR1,Plasma membrane,5.0
NUAK1,Nucleus,1.0
NUAK1,Nucleolus,1.0
NUAK1,Cytoskeleton,2.0
NUAK2,Nucleus,2.0
NUAK2,Nucleolus,2.0
NUAK2,Cytosol,2.0
NUB1,Nucleus,3.0
NUB1,Nucleolus,3.0
NUBP1,Cytosol,1.0
NUBP2,Nucleus,2.0
NUBP2,Cytosol,2.0
NUBPL,Mitochondria,2.0
NUCB1,Golgi apparatus,2.0
NUCB1,Cytoskeleton,1.0
NUCB2,Golgi apparatus,5.0
NUCKS1,Nucleus,1.0
NUCKS1,Nucleolus,2.0
NUDC,Cytosol,3.0
NUDCD1,Nucleus,1.0
NUDCD1,Cytosol,1.0
NUDCD2,Cytoskeleton,1.0
NUDCD2,Cytosol,1.0
NUDCD3,Nucleus,2.0
NUDCD3,Cytosol,2.0
NUDCD3,Plasma membrane,2.0
NUDT1,Cytosol,2.0
NUDT10,Cytosol,2.0
NUDT11,Cytosol,2.0
NUDT13,Nucleus,2.0
NUDT14,Nucleolus,2.0
NUDT14,Cytoskeleton,2.0
NUDT15,Nucleus,1.0
NUDT16,Nucleus,1.0
NUDT16,Nucleolus,1.0
NUDT16L1,Cytosol,2.0
NUDT16L1,Plasma membrane,2.0
NUDT17,Cytoskeleton,2.0
NUDT17,Cytosol,2.0
NUDT18,Nucleus,1.0
NUDT18,Golgi apparatus,1.0
NUDT19,Nucleus,0.0
NUDT19,Nucleolus,0.0
NUDT19,Cytosol,0.0
NUDT2,Nucleus,1.0
NUDT21,Nucleus,1.0
NUDT21,Cytoskeleton,0.0
NUDT22,Nucleus,3.0
NUDT3,Cytosol,2.0
NUDT4,Cytosol,2.0
NUDT5,Nucleus,2.0
NUDT5,Vesicles,2.0
NUDT5,Cytoskeleton,2.0
NUDT6,Cytoskeleton,2.0
NUDT8,Nucleolus,2.0
NUDT8,Cytosol,2.0
NUDT9,Nucleus,2.0
NUDT9,Plasma membrane,2.0
NUDT9,Mitochondria,3.0
NUF2,Nucleus,1.0
NUFIP1,Nucleus,3.0
NUFIP1,Nucleolus,3.0
NUFIP2,Nucleus,1.0
NUFIP2,Nucleus,1.0
NUFIP2,Cytosol,1.0
NUMA1,Nucleus,3.0
NUMB,Plasma membrane,5.0
NUMB,Cytosol,2.0
NUP107,Nucleus,3.0
NUP107,Cytoskeleton,1.0
NUP133,Nucleus,4.0
NUP153,Nucleus,3.0
NUP155,Nucleus,3.0
NUP188,Nucleus,3.0
NUP210L,Nucleus,2.0
NUP214,Nucleus,4.0
NUP214,Vesicles,1.0
NUP214,Cytoskeleton,1.0
NUP35,Nucleus,4.0
NUP35,Nucleus,4.0
NUP35,Plasma membrane,2.0
NUP37,Nucleus,4.0
NUP50,Nucleus,3.0
NUP50,Nucleus,3.0
NUP54,Nucleus,5.0
NUP58,Cytosol,2.0
NUP58,Mitochondria,2.0
NUP58,Plasma membrane,2.0
NUP62,Nucleus,4.0
NUP62,Vesicles,2.0
NUP85,Nucleus,4.0
NUP85,Cytosol,1.0
NUP88,Nucleus,4.0
NUP98,Nucleus,4.0
NUP98,Vesicles,0.0
NUPL2,Nucleus,3.0
NUPR1,Nucleus,2.0
NUPR1,Cytosol,2.0
NUS1,Vesicles,2.0
NUS1,Plasma membrane,2.0
NUSAP1,Nucleus,1.0
NUSAP1,Nucleolus,1.0
NUSAP1,Cytosol,2.0
NUTF2,Cytoskeleton,2.0
NUTM2A,Nucleus,0.0
NUTM2B,Nucleus,0.0
NUTM2D,Nucleus,0.0
NUTM2E,Nucleus,0.0
NUTM2F,Nucleus,0.0
NUTM2G,Nucleus,0.0
NVL,Nucleolus,3.0
NXF1,Nucleus,1.0
NXF3,Nucleus,1.0
NXN,Golgi apparatus,1.0
NXN,Cytosol,1.0
NXNL2,Cytosol,2.0
NXPE3,Nucleus,2.0
NXPE3,Vesicles,2.0
NXT1,Nucleus,1.0
NXT1,Cytosol,1.0
NXT2,Nucleus,1.0
NXT2,Cytosol,1.0
NYAP1,Golgi apparatus,1.0
NYAP1,Vesicles,1.0
NYAP2,Nucleus,2.0
NYAP2,Cytoskeleton,2.0
NYNRIN,Nucleus,2.0
NYNRIN,Golgi apparatus,2.0
NYNRIN,Vesicles,2.0
OAF,Nucleus,2.0
OARD1,Nucleus,2.0
OARD1,Nucleolus,2.0
OAS1,Cytosol,2.0
OAS2,Nucleus,2.0
OAS2,Cytosol,2.0
OAS3,Nucleus,1.0
OAS3,Cytosol,1.0
OAS3,Plasma membrane,2.0
OASL,Nucleus,2.0
OASL,Cytosol,1.0
OAT,Nucleus,2.0
OAT,Mitochondria,4.0
OAZ1,Vesicles,2.0
OAZ1,Cytoskeleton,2.0
OAZ2,Golgi apparatus,2.0
OAZ3,Nucleus,1.0
OBFC1,Nucleus,1.0
OBSCN,Cytosol,2.0
OBSCN,Plasma membrane,2.0
OBSL1,Cytoskeleton,2.0
OCEL1,Golgi apparatus,2.0
OCIAD1,Mitochondria,5.0
OCIAD2,Mitochondria,3.0
OCLN,Plasma membrane,1.0
OCLN,Plasma membrane,1.0
OCRL,Cytoskeleton,2.0
OCRL,Cytosol,2.0
ODAM,Nucleus,1.0
ODAM,Cytosol,1.0
ODC1,Cytosol,2.0
ODC1,Plasma membrane,2.0
ODF2,Cytoskeleton,1.0
ODF2L,Mitochondria,2.0
OFCC1,Nucleus,0.0
OFD1,Cytoskeleton,1.0
OGDH,Mitochondria,6.0
OGDHL,Nucleus,2.0
OGDHL,Nucleolus,2.0
OGDHL,Cytosol,2.0
OGFOD1,Nucleus,1.0
OGFOD1,Cytosol,1.0
OGFOD2,Nucleus,1.0
OGFOD2,Nucleus,1.0
OGFOD3,Nucleus,2.0
OGFR,Nucleus,2.0
OGFRL1,Nucleus,2.0
OGFRL1,Golgi apparatus,2.0
OGG1,Nucleus,3.0
OGN,Endoplasmic reticulum,1.0
OGT,Nucleus,1.0
OGT,Cytosol,1.0
OGT,Plasma membrane,1.0
OIP5,Nucleus,1.0
OLA1,Cytosol,3.0
OLFM1,Nucleus,2.0
OLFM1,Nucleolus,2.0
OLFM1,Cytosol,2.0
OLFM2,Nucleus,2.0
OLFM3,Vesicles,0.0
OLFML2A,Nucleus,2.0
OLFML2A,Cytosol,2.0
OLFML2B,Cytosol,2.0
OLIG2,Nucleus,0.0
OLIG2,Plasma membrane,0.0
OLR1,Nucleus,0.0
OLR1,Vesicles,2.0
OLR1,Plasma membrane,8.0
OMA1,Nucleus,2.0
OMA1,Mitochondria,4.0
ONECUT2,Nucleus,1.0
ONECUT2,Cytoskeleton,2.0
ONECUT3,Nucleus,1.0
OPA1,Nucleus,2.0
OPA1,Mitochondria,4.0
OPA3,Nucleus,2.0
OPA3,Cytosol,2.0
OPHN1,Nucleus,2.0
OPHN1,Plasma membrane,2.0
OPLAH,Nucleolus,2.0
OPN3,Nucleus,2.0
OPTN,Cytosol,3.0
OR2C3,Plasma membrane,2.0
OR4N4,Cytoskeleton,0.0
OR8S1,Plasma membrane,3.0
ORAI1,Cytosol,1.0
ORAI2,Nucleus,2.0
ORAI3,Nucleus,2.0
ORAI3,Cytosol,2.0
ORAOV1,Nucleus,2.0
ORC1,Nucleus,1.0
ORC1,Cytosol,2.0
ORC1,Plasma membrane,2.0
ORC2,Nucleus,1.0
ORC2,Cytosol,2.0
ORC3,Nucleus,3.0
ORC4,Nucleus,1.0
ORC4,Nucleolus,1.0
ORC5,Nucleus,1.0
ORC5,Cytosol,1.0
ORC6,Nucleus,2.0
ORC6,Nucleolus,2.0
ORM1,Golgi apparatus,2.0
ORM1,Vesicles,2.0
ORM2,Golgi apparatus,2.0
ORM2,Vesicles,2.0
ORMDL1,Endoplasmic reticulum,3.0
ORMDL2,Endoplasmic reticulum,1.0
ORMDL3,Endoplasmic reticulum,1.0
OSBP,Nucleus,1.0
OSBP,Golgi apparatus,3.0
OSBP,Cytosol,3.0
OSBP2,Cytosol,2.0
OSBPL10,Golgi apparatus,2.0
OSBPL10,Cytosol,2.0
OSBPL10,Plasma membrane,2.0
OSBPL11,Nucleus,2.0
OSBPL11,Golgi apparatus,4.0
OSBPL1A,Nucleus,0.0
OSBPL1A,Cytosol,2.0
OSBPL2,Cytosol,2.0
OSBPL3,Nucleolus,1.0
OSBPL3,Cytosol,1.0
OSBPL5,Vesicles,3.0
OSBPL6,Plasma membrane,2.0
OSBPL7,Nucleus,2.0
OSBPL7,Cytosol,2.0
OSBPL8,Vesicles,2.0
OSBPL8,Cytosol,2.0
OSBPL9,Golgi apparatus,1.0
OSBPL9,Vesicles,1.0
OSCAR,Nucleus,2.0
OSCAR,Nucleus,2.0
OSCAR,Vesicles,2.0
OSCP1,Nucleus,2.0
OSCP1,Nucleolus,2.0
OSCP1,Plasma membrane,2.0
OSER1,Nucleolus,2.0
OSER1,Nucleus,2.0
OSGEP,Nucleus,1.0
OSGEP,Plasma membrane,2.0
OSGEPL1,Mitochondria,3.0
OSGIN1,Nucleus,2.0
OSGIN1,Cytosol,2.0
OSGIN2,Nucleolus,2.0
OSMR,Nucleolus,2.0
OSR2,Nucleus,2.0
OSR2,Plasma membrane,2.0
OSTC,Nucleus,2.0
OSTF1,Cytosol,1.0
OSTM1,Nucleus,2.0
OSTM1,Vesicles,2.0
OSTM1,Cytosol,2.0
OTC,Mitochondria,1.0
OTOGL,Cytosol,2.0
OTUB1,Nucleus,2.0
OTUB1,Cytosol,2.0
OTUB2,Nucleus,2.0
OTUD1,Nucleus,2.0
OTUD1,Nucleus,2.0
OTUD1,Golgi apparatus,2.0
OTUD3,Nucleus,2.0
OTUD3,Cytoskeleton,2.0
OTUD3,Cytosol,2.0
OTUD4,Cytosol,2.0
OTUD5,Nucleus,2.0
OTUD5,Nucleolus,2.0
OTUD5,Cytosol,2.0
OTUD6B,Nucleus,2.0
OTUD6B,Golgi apparatus,2.0
OTUD6B,Cytosol,2.0
OTUD7A,Nucleolus,2.0
OTUD7A,Cytosol,2.0
OTUD7B,Nucleus,2.0
OTUD7B,Cytoskeleton,2.0
OTULIN,Mitochondria,2.0
OTULIN,Plasma membrane,0.0
OTX1,Nucleus,0.0
OTX1,Cytosol,0.0
OVCA2,Nucleus,2.0
OVCA2,Cytosol,2.0
OVOL1,Nucleus,2.0
OVOL2,Nucleus,2.0
OVOL2,Cytosol,2.0
OXA1L,Mitochondria,4.0
OXCT1,Mitochondria,6.0
OXGR1,Plasma membrane,2.0
OXLD1,Vesicles,2.0
OXLD1,Cytosol,2.0
OXNAD1,Nucleus,2.0
OXR1,Vesicles,1.0
OXSM,Cytosol,0.0
OXSM,Mitochondria,3.0
OXSR1,Cytosol,3.0
P2RX4,Cytoskeleton,2.0
P2RX4,Cytosol,2.0
P2RX5,Cytosol,1.0
P2RX6,Nucleolus,2.0
P2RX6,Cytosol,2.0
P2RY2,Cytosol,0.0
P3H1,Nucleolus,2.0
P3H1,Vesicles,2.0
P4HA1,Endoplasmic reticulum,4.0
P4HA1,Vesicles,2.0
P4HA1,Mitochondria,2.0
P4HA2,Endoplasmic reticulum,6.0
P4HA2,Vesicles,1.0
P4HB,Endoplasmic reticulum,4.0
P4HTM,Vesicles,0.0
P4HTM,Cytosol,0.0
PA2G4,Cytosol,2.0
PAAF1,Nucleus,2.0
PAAF1,Cytosol,2.0
PABPC1,Cytosol,1.0
PABPC1L,Nucleus,2.0
PABPC1L,Cytosol,2.0
PABPC3,Cytosol,2.0
PABPC4,Cytosol,3.0
PACRGL,Nucleus,2.0
PACRGL,Vesicles,2.0
PACS1,Cytoskeleton,2.0
PACS1,Cytosol,2.0
PACS2,Mitochondria,2.0
PACSIN1,Nucleus,2.0
PACSIN1,Vesicles,2.0
PACSIN2,Nucleus,2.0
PACSIN2,Vesicles,1.0
PACSIN2,Cytosol,2.0
PACSIN2,Plasma membrane,1.0
PACSIN3,Cytosol,1.0
PACSIN3,Plasma membrane,0.0
PADI1,Nucleus,2.0
PADI1,Cytosol,1.0
PADI3,Nucleus,2.0
PADI3,Vesicles,2.0
PAF1,Nucleus,1.0
PAFAH1B1,Cytoskeleton,3.0
PAFAH1B2,Nucleolus,1.0
PAFAH1B2,Cytosol,1.0
PAFAH1B2,Plasma membrane,1.0
PAFAH1B3,Cytoskeleton,2.0
PAG1,Vesicles,2.0
PAG1,Plasma membrane,3.0
PAGE1,Nucleus,2.0
PAGE1,Nucleolus,2.0
PAGE1,Mitochondria,2.0
PAGE4,Golgi apparatus,2.0
PAGE4,Vesicles,2.0
PAGE5,Mitochondria,0.0
PAH,Endoplasmic reticulum,2.0
PAH,Vesicles,2.0
PAICS,Cytosol,2.0
PAIP1,Cytosol,2.0
PAIP1,Plasma membrane,2.0
PAIP2,Vesicles,2.0
PAIP2B,Cytosol,2.0
PAK1,Cytosol,1.0
PAK1,Plasma membrane,1.0
PAK1IP1,Nucleus,0.0
PAK2,Nucleus,1.0
PAK2,Vesicles,2.0
PAK3,Cytosol,2.0
PAK4,Plasma membrane,1.0
PAK4,Plasma membrane,1.0
PAK6,Nucleus,1.0
PAK6,Nucleolus,2.0
PAK6,Plasma membrane,0.0
PAK7,Nucleus,2.0
PALB2,Nucleus,1.0
PALLD,Cytoskeleton,3.0
PALLD,Cytosol,1.0
PALLD,Plasma membrane,2.0
PALM,Nucleus,2.0
PALM,Plasma membrane,6.0
PALM,Plasma membrane,4.0
PALM2,Plasma membrane,2.0
PALM2-AKAP2,Plasma membrane,0.0
PALM3,Nucleus,2.0
PALM3,Nucleus,2.0
PALM3,Plasma membrane,2.0
PALMD,Cytoskeleton,2.0
PALMD,Cytoskeleton,3.0
PALMD,Plasma membrane,2.0
PAM,Golgi apparatus,2.0
PAM,Cytosol,2.0
PAM16,Nucleus,0.0
PAM16,Cytoskeleton,0.0
PAM16,Mitochondria,1.0
PANK2,Cytosol,1.0
PANK3,Nucleus,2.0
PANK3,Golgi apparatus,2.0
PANK4,Cytosol,2.0
PANX1,Plasma membrane,10.0
PANX2,Plasma membrane,4.0
PAOX,Nucleus,0.0
PAOX,Cytoskeleton,0.0
PAPD4,Cytosol,2.0
PAPD7,Nucleus,1.0
PAPD7,Nucleus,1.0
PAPD7,Golgi apparatus,1.0
PAPLN,Nucleus,2.0
PAPOLA,Nucleus,3.0
PAPOLG,Nucleus,3.0
PAPPA,Cytosol,0.0
PAPPA,Plasma membrane,0.0
PAPPA2,Endoplasmic reticulum,2.0
PAPPA2,Vesicles,2.0
PAPSS1,Nucleus,2.0
PAPSS1,Nucleolus,2.0
PAPSS2,Mitochondria,2.0
PAQR4,Vesicles,2.0
PAQR5,Vesicles,2.0
PAQR6,Nucleus,2.0
PAQR6,Nucleolus,2.0
PAQR7,Cytosol,2.0
PAQR8,Golgi apparatus,1.0
PAQR8,Plasma membrane,1.0
PARD3,Plasma membrane,3.0
PARD3B,Plasma membrane,1.0
PARD6A,Cytoskeleton,1.0
PARD6A,Plasma membrane,1.0
PARD6A,Cytosol,1.0
PARD6B,Cytosol,1.0
PARD6G,Plasma membrane,2.0
PARG,Nucleus,3.0
PARG,Vesicles,3.0
PARK7,Nucleus,1.0
PARK7,Cytosol,1.0
PARL,Mitochondria,1.0
PARM1,Nucleus,0.0
PARM1,Vesicles,1.0
PARM1,Cytosol,0.0
PARN,Nucleolus,2.0
PARN,Nucleus,2.0
PARP1,Nucleus,3.0
PARP10,Nucleolus,1.0
PARP10,Cytosol,1.0
PARP12,Nucleus,2.0
PARP14,Cytosol,3.0
PARP15,Mitochondria,2.0
PARP2,Nucleus,2.0
PARP2,Nucleolus,2.0
PARP3,Nucleolus,2.0
PARP3,Cytosol,2.0
PARP4,Cytosol,1.0
PARP6,Plasma membrane,2.0
PARP8,Nucleus,2.0
PARP8,Cytosol,2.0
PARP9,Nucleus,1.0
PARP9,Cytosol,1.0
PARP9,Mitochondria,2.0
PARPBP,Nucleus,1.0
PARS2,Nucleolus,2.0
PARS2,Mitochondria,2.0
PARVA,Cytoskeleton,1.0
PARVA,Cytoskeleton,1.0
PARVA,Cytosol,1.0
PARVB,Cytosol,2.0
PASD1,Nucleus,1.0
PASK,Cytosol,1.0
PATL1,Cytosol,1.0
PATZ1,Nucleus,1.0
PAWR,Cytoskeleton,4.0
PAWR,Plasma membrane,3.0
PAX2,Nucleolus,1.0
PAX2,Golgi apparatus,0.0
PAX3,Nucleus,1.0
PAX5,Nucleus,1.0
PAX5,Vesicles,2.0
PAX5,Cytosol,2.0
PAX6,Nucleus,3.0
PAX8,Nucleus,3.0
PAX9,Nucleus,1.0
PAX9,Mitochondria,2.0
PAXBP1,Nucleus,2.0
PAXBP1,Cytosol,2.0
PAXIP1,Nucleus,2.0
PAXIP1,Vesicles,2.0
PBDC1,Nucleus,2.0
PBDC1,Nucleolus,2.0
PBDC1,Cytosol,2.0
PBK,Cytosol,2.0
PBLD,Vesicles,2.0
PBRM1,Nucleus,1.0
PBX1,Nucleus,3.0
PBX2,Nucleus,2.0
PBX3,Nucleus,2.0
PBX4,Vesicles,0.0
PBXIP1,Vesicles,2.0
PBXIP1,Cytosol,2.0
PC,Mitochondria,6.0
PCBD1,Nucleus,3.0
PCBD1,Cytosol,3.0
PCBD2,Plasma membrane,2.0
PCBP1,Nucleus,3.0
PCBP1,Cytosol,3.0
PCBP2,Nucleus,1.0
PCBP2,Cytosol,1.0
PCBP4,Cytosol,1.0
PCDH1,Nucleus,0.0
PCDH1,Nucleolus,0.0
PCDH1,Plasma membrane,5.0
PCDH10,Nucleus,2.0
PCDH10,Golgi apparatus,2.0
PCDH10,Vesicles,2.0
PCDH17,Vesicles,2.0
PCDH17,Cytosol,2.0
PCDH17,Plasma membrane,9.0
PCDH18,Golgi apparatus,2.0
PCDH18,Cytosol,2.0
PCDH19,Cytosol,2.0
PCDH7,Plasma membrane,10.0
PCDH7,Plasma membrane,10.0
PCDH9,Nucleus,2.0
PCDH9,Cytoskeleton,2.0
PCDHA1,Plasma membrane,3.0
PCDHA11,Vesicles,2.0
PCDHA11,Plasma membrane,6.0
PCDHA12,Cytosol,2.0
PCDHA4,Nucleus,2.0
PCDHA4,Cytosol,2.0
PCDHA4,Plasma membrane,2.0
PCDHA6,Vesicles,2.0
PCDHAC1,Nucleus,2.0
PCDHAC1,Nucleolus,2.0
PCDHAC1,Vesicles,2.0
PCDHAC2,Nucleus,2.0
